id;lat;long
14251;-22.8629486;-43.4599514
14252;-22.8632751;-43.4599917
14253;-22.8633719;-43.4590541
14254;-22.8636211;-43.4600345
14255;-22.8645098;-43.4558712
14256;-22.8622761;-43.4568097
14257;-22.864232;-43.4565363
14258;-22.8647209;-43.4564679
14259;-22.8641248;-43.4559271
14260;-22.8645985;-43.456122
14261;-22.8674168;-43.4539895
14262;-22.8696163;-43.4575515
14263;-22.8695835;-43.4570566
14264;-22.8693915;-43.4570432
14265;-22.8693295;-43.4531602
14266;-22.8676874;-43.4544012
14267;-22.8670961;-43.4542372
14268;-22.8664481;-43.4535145
14269;-22.8672983;-43.4528815
14270;-22.863789;-43.4554828
14271;-22.8666261;-43.4527635
14272;-22.864728;-43.4541797
14273;-22.8629979;-43.4554608
14274;-22.8650072;-43.4545911
14275;-22.8652793;-43.4549542
14276;-22.8665272;-43.4540831
14277;-22.8667879;-43.4544749
14278;-22.8662607;-43.4536546
14279;-22.8669049;-43.4531744
14280;-22.8663987;-43.4523665
14281;-22.8677158;-43.4537648
14282;-22.8680538;-43.4535103
14283;-22.8674912;-43.4527346
14284;-22.8677656;-43.453113
14285;-22.8687501;-43.4560642
14286;-22.8675232;-43.4569596
14287;-22.869048;-43.4580528
14288;-22.8690085;-43.4577739
14289;-22.8680276;-43.458247
14290;-22.8683066;-43.4575378
14291;-22.8683567;-43.4508859
14292;-22.867442;-43.4515657
14293;-22.8623137;-43.4541945
14294;-22.8683921;-43.4493842
14295;-22.8631986;-43.453513
14296;-22.8650549;-43.4520339
14297;-22.8655097;-43.4526991
14298;-22.8635661;-43.4532189
14299;-22.865848;-43.4514042
14300;-22.8663396;-43.4510139
14301;-22.8656347;-43.451564
14302;-22.8651736;-43.45124
14303;-22.8650356;-43.4508003
14304;-22.8673188;-43.4492337
14305;-22.8684403;-43.4484615
14306;-22.8677168;-43.4499208
14307;-22.8671142;-43.449372
14308;-22.8675316;-43.4500675
14309;-22.866847;-43.4506111
14310;-22.8662689;-43.4499492
14311;-22.8660698;-43.4512282
14312;-22.8656857;-43.4503524
14313;-22.8655023;-43.4513955
14314;-22.8646801;-43.4516619
14315;-22.8649721;-43.4520971
14316;-22.8644816;-43.4518193
14317;-22.8634633;-43.4521734
14318;-22.8643135;-43.4515189
14319;-22.8639279;-43.4508537
14320;-22.8642186;-43.4513553
14321;-22.8631186;-43.4521426
14322;-22.8640975;-43.4511463
14323;-22.8634131;-43.4544723
14324;-22.8630921;-43.4535998
14325;-22.8652032;-43.4499847
14326;-22.8677451;-43.4459333
14327;-22.8677426;-43.4457991
14328;-22.8673645;-43.4450847
14329;-22.8668442;-43.4470986
14330;-22.8661127;-43.4481393
14331;-22.8677491;-43.4460956
14332;-22.8675818;-43.4460199
14333;-22.8672909;-43.4474264
14334;-22.8662894;-43.4466316
14335;-22.8667483;-43.448693
14336;-22.8655703;-43.4476663
14337;-22.8671001;-43.448767
14338;-22.8673332;-43.448623
14339;-22.8680009;-43.4470986
14340;-22.8685414;-43.446531
14341;-22.8664139;-43.4491708
14342;-22.8657212;-43.4485632
14343;-22.865244;-43.4481357
14344;-22.8649165;-43.4497272
14345;-22.8685923;-43.4455649
14346;-22.8694175;-43.4456404
14347;-22.8702775;-43.4457128
14348;-22.8694019;-43.4459947
14349;-22.8690885;-43.445978
14350;-22.868572;-43.4459505
14351;-22.8689406;-43.448906
14352;-22.8688617;-43.4503749
14353;-22.8684092;-43.4488912
14354;-22.8692347;-43.4489172
14355;-22.869751;-43.4471297
14356;-22.8690435;-43.447097
14357;-22.8697388;-43.4452622
14358;-22.8697981;-43.4439828
14359;-22.8698747;-43.4426953
14360;-22.8695114;-43.443972
14361;-22.8703764;-43.4440096
14362;-22.8687008;-43.4439694
14363;-22.8695806;-43.4426873
14364;-22.8704456;-43.4427302
14365;-22.8687478;-43.4422903
14366;-22.8695954;-43.4422769
14367;-22.870327;-43.4447244
14368;-22.870285;-43.4456136
14369;-22.8707842;-43.4456431
14370;-22.8703813;-43.4439023
14371;-22.8708682;-43.4439372
14372;-22.869696;-43.4407911
14373;-22.8705725;-43.4408712
14374;-22.8696415;-43.4417563
14375;-22.8705056;-43.4417888
14376;-22.8699483;-43.4417679
14377;-22.8699973;-43.4408171
14378;-22.8700707;-43.439909
14379;-22.8706578;-43.43951
14380;-22.8747802;-43.4396088
14381;-22.8748119;-43.4419273
14382;-22.8748086;-43.4457839
14383;-22.8731466;-43.4420353
14384;-22.8731553;-43.4421223
14385;-22.8710744;-43.4412825
14386;-22.8705355;-43.4412832
14387;-22.8706022;-43.4404324
14388;-22.8707104;-43.4385602
14389;-22.8692452;-43.4394882
14390;-22.8693494;-43.4376339
14391;-22.8694657;-43.4357356
14392;-22.8690484;-43.4376201
14393;-22.8700761;-43.4341758
14394;-22.8690702;-43.4343866
14395;-22.8700258;-43.4350209
14396;-22.8691408;-43.4352205
14397;-22.8733271;-43.4403236
14398;-22.8740655;-43.4413077
14399;-22.8739736;-43.440329
14400;-22.8732368;-43.441139
14401;-22.8733105;-43.4404803
14402;-22.8720626;-43.4404253
14403;-22.8721109;-43.440015
14404;-22.8721638;-43.4395646
14405;-22.8733547;-43.4400612
14406;-22.8716288;-43.4412836
14407;-22.8716584;-43.4407539
14408;-22.8718029;-43.4395661
14409;-22.8711077;-43.4407279
14410;-22.8717726;-43.4412624
14411;-22.8710658;-43.4413764
14412;-22.8718838;-43.4416567
14413;-22.8719158;-43.4422738
14414;-22.8731907;-43.4416174
14415;-22.8728518;-43.4447714
14416;-22.874367;-43.4449636
14417;-22.8739123;-43.4444057
14418;-22.8735675;-43.4440396
14419;-22.8730055;-43.4434298
14420;-22.874836;-43.4440407
14421;-22.8735636;-43.4439624
14422;-22.8735112;-43.4425539
14423;-22.8738535;-43.4419895
14424;-22.8742525;-43.4419665
14425;-22.8748364;-43.4442242
14426;-22.8738666;-43.4455912
14427;-22.8738604;-43.4459439
14428;-22.8731586;-43.4458702
14429;-22.8727443;-43.4457714
14430;-22.8726965;-43.4463059
14431;-22.8730779;-43.4427984
14432;-22.8714946;-43.4432325
14433;-22.8709071;-43.443375
14434;-22.8724691;-43.4431826
14435;-22.8729845;-43.4436133
14436;-22.8708895;-43.4436656
14437;-22.8716095;-43.4454332
14438;-22.8716091;-43.4465341
14439;-22.8716066;-43.4468746
14440;-22.8718031;-43.4476551
14441;-22.871897;-43.4481413
14442;-22.8723208;-43.4472596
14443;-22.8722318;-43.4468304
14444;-22.8712433;-43.4468733
14445;-22.8707096;-43.4468532
14446;-22.8712647;-43.4465142
14447;-22.8712235;-43.447442
14448;-22.8711311;-43.448718
14449;-22.8717497;-43.4474549
14450;-22.8711443;-43.4458
14451;-22.8716194;-43.4457819
14452;-22.8713722;-43.44579
14453;-22.8713699;-43.446009
14454;-22.8718738;-43.4465443
14455;-22.8718854;-43.4468551
14456;-22.8719155;-43.447163
14457;-22.8721021;-43.4465355
14458;-22.872094;-43.4468402
14459;-22.8721033;-43.4471094
14460;-22.8712235;-43.4443628
14461;-22.8729008;-43.4443434
14462;-22.8672854;-43.4413761
14463;-22.8674793;-43.4412867
14464;-22.8672496;-43.4412514
14465;-22.86742;-43.4411586
14466;-22.8661658;-43.4387966
14467;-22.8690571;-43.437501
14468;-22.8630703;-43.4401736
14469;-22.8637397;-43.4366441
14470;-22.8640483;-43.4363801
14471;-22.8625264;-43.4458879
14472;-22.8643629;-43.4453284
14473;-22.8677047;-43.4445857
14474;-22.8679961;-43.4441686
14475;-22.8626444;-43.4515835
14476;-22.8619211;-43.4508323
14477;-22.8629515;-43.4513665
14478;-22.8634998;-43.4506323
14479;-22.862366;-43.4501349
14480;-22.8617629;-43.4498989
14481;-22.8617572;-43.4491467
14482;-22.8613667;-43.4495853
14483;-22.8625467;-43.4495877
14484;-22.863857;-43.4501228
14485;-22.8620204;-43.4468092
14486;-22.8617807;-43.4486023
14487;-22.8618931;-43.4474221
14488;-22.8630755;-43.447788
14489;-22.8629018;-43.4483761
14490;-22.8617918;-43.4479961
14491;-22.8627291;-43.4489607
14492;-22.8615122;-43.4505812
14493;-22.8626604;-43.4491935
14494;-22.8642915;-43.4495062
14495;-22.8636586;-43.4489883
14496;-22.8640565;-43.4483861
14497;-22.8640663;-43.4471737
14498;-22.863797;-43.4475599
14499;-22.8649892;-43.4485023
14500;-22.8635782;-43.4476605
14501;-22.8636573;-43.447454
14502;-22.8638093;-43.4469658
14503;-22.8637659;-43.446703
14504;-22.8634361;-43.4455959
14505;-22.8641774;-43.4465592
14506;-22.864353;-43.4464978
14507;-22.8638669;-43.4454716
14508;-22.8636017;-43.4480106
14509;-22.864531;-43.4487723
14510;-22.8635424;-43.4482252
14511;-22.8639381;-43.4485687
14512;-22.8643926;-43.4489333
14513;-22.8633051;-43.4484076
14514;-22.8637913;-43.4487951
14515;-22.8642542;-43.4491693
14516;-22.8631074;-43.4488582
14517;-22.8635424;-43.4492015
14518;-22.8638983;-43.4495126
14519;-22.8632063;-43.4485792
14520;-22.8658952;-43.4459721
14521;-22.8664192;-43.4451889
14522;-22.8660788;-43.4456976
14523;-22.8666418;-43.4461246
14524;-22.8623157;-43.4456746
14525;-22.8629523;-43.4425012
14526;-22.8629447;-43.4417559
14527;-22.8631535;-43.4413952
14528;-22.8637365;-43.4411692
14529;-22.8635582;-43.4425274
14530;-22.8635427;-43.4426539
14531;-22.8634127;-43.443382
14532;-22.8632818;-43.4440821
14533;-22.8632209;-43.4426531
14534;-22.8655376;-43.4418502
14535;-22.868237;-43.4408875
14536;-22.868857;-43.4407066
14537;-22.8688513;-43.4408307
14538;-22.8655713;-43.4419757
14539;-22.8628732;-43.4428971
14540;-22.8650735;-43.4403028
14541;-22.8651742;-43.4405981
14542;-22.8657458;-43.4425881
14543;-22.8663521;-43.4447144
14544;-22.866161;-43.444015
14545;-22.8680467;-43.4433176
14546;-22.8669733;-43.4406074
14547;-22.8659401;-43.4382449
14548;-22.8659438;-43.4377487
14549;-22.866254;-43.4369212
14550;-22.8663093;-43.4347024
14551;-22.8653475;-43.4411836
14552;-22.8636803;-43.4417863
14553;-22.8675666;-43.4420025
14554;-22.8626322;-43.4442368
14555;-22.8659501;-43.4433047
14556;-22.8678567;-43.4427094
14557;-22.8629126;-43.441253
14558;-22.8629015;-43.4410331
14559;-22.8674165;-43.439348
14560;-22.8670421;-43.4383858
14561;-22.8680491;-43.4390368
14562;-22.867722;-43.4380887
14563;-22.8654286;-43.4391394
14564;-22.8665555;-43.4366222
14565;-22.8671893;-43.4383187
14566;-22.8655524;-43.4383983
14567;-22.8650439;-43.4386184
14568;-22.867183;-43.4366065
14569;-22.8666603;-43.4351778
14570;-22.8662499;-43.43982
14571;-22.8659092;-43.4389195
14572;-22.8683287;-43.4393819
14573;-22.8689567;-43.4391126
14574;-22.8671677;-43.4405424
14575;-22.8682316;-43.4410643
14576;-22.8657189;-43.4355962
14577;-22.8652024;-43.435847
14578;-22.864692;-43.4360698
14579;-22.8641791;-43.4363143
14580;-22.8652716;-43.4392092
14581;-22.8682661;-43.4401649
14582;-22.864724;-43.4377657
14583;-22.8650912;-43.4344469
14584;-22.8649001;-43.4327206
14585;-22.8653009;-43.4343483
14586;-22.8654644;-43.4357116
14587;-22.8678539;-43.434621
14588;-22.8676872;-43.4332423
14589;-22.8674998;-43.4314188
14590;-22.8673176;-43.4294774
14591;-22.868393;-43.4289728
14592;-22.8660626;-43.4321331
14593;-22.8668941;-43.4276745
14594;-22.8681823;-43.4271138
14595;-22.8671036;-43.4275952
14596;-22.8665289;-43.4293473
14597;-22.8664887;-43.4281144
14598;-22.8655818;-43.428888
14599;-22.8659376;-43.4283035
14600;-22.8591388;-43.4636012
14601;-22.8619876;-43.4601936
14602;-22.8595213;-43.4615655
14603;-22.8602974;-43.4572352
14604;-22.8600937;-43.4616916
14605;-22.8595747;-43.4612974
14606;-22.8603073;-43.4609876
14607;-22.8603283;-43.4611101
14608;-22.860851;-43.458005
14609;-22.8599171;-43.4593802
14610;-22.8605829;-43.4595195
14611;-22.8613461;-43.459729
14612;-22.8619822;-43.4599037
14613;-22.8616024;-43.4578655
14614;-22.860425;-43.4602672
14615;-22.8601564;-43.4581052
14616;-22.8602777;-43.4574385
14617;-22.8622564;-43.4569332
14618;-22.8602905;-43.4570032
14619;-22.8606255;-43.4553994
14620;-22.8609836;-43.4533574
14621;-22.8611601;-43.4525519
14622;-22.8620847;-43.4525229
14623;-22.8623869;-43.4522693
14624;-22.8622979;-43.4526121
14625;-22.8610487;-43.4540246
14626;-22.8617952;-43.454097
14627;-22.8623061;-43.4540479
14628;-22.8613551;-43.4540787
14629;-22.8623219;-43.4547888
14630;-22.8615336;-43.4555782
14631;-22.8611455;-43.4560937
14632;-22.8604287;-43.4563178
14633;-22.860168;-43.4561312
14634;-22.8600271;-43.4569667
14635;-22.8600061;-43.4619161
14636;-22.8605982;-43.4620001
14637;-22.8614641;-43.4610849
14638;-22.8620251;-43.4608135
14639;-22.8593879;-43.4667382
14640;-22.8596085;-43.4654642
14641;-22.8612239;-43.4670388
14642;-22.8594904;-43.4661576
14643;-22.861392;-43.4664212
14644;-22.8613725;-43.4657219
14645;-22.8587852;-43.4699379
14646;-22.860575;-43.4669142
14647;-22.8599307;-43.468578
14648;-22.860857;-43.467496
14649;-22.8613415;-43.4679495
14650;-22.8618597;-43.4733215
14651;-22.8619083;-43.4724867
14652;-22.8622762;-43.4743354
14653;-22.8626107;-43.4741626
14654;-22.8630198;-43.4738326
14655;-22.8631582;-43.4739399
14656;-22.8626174;-43.473499
14657;-22.8622539;-43.4731766
14658;-22.8622935;-43.4727193
14659;-22.8623342;-43.4725163
14660;-22.8637986;-43.4735441
14661;-22.863803;-43.4733859
14662;-22.8643572;-43.473382
14663;-22.8627841;-43.473115
14664;-22.8629823;-43.4731281
14665;-22.8630093;-43.472569
14666;-22.8629854;-43.4732995
14667;-22.8630358;-43.4759865
14668;-22.8628974;-43.4746668
14669;-22.8643808;-43.4742073
14670;-22.8630457;-43.4741948
14671;-22.8638815;-43.4745262
14672;-22.8641148;-43.4752809
14673;-22.8643364;-43.4757
14674;-22.8651119;-43.4770916
14675;-22.8640442;-43.4758886
14676;-22.8640124;-43.4758253
14677;-22.8651357;-43.4778276
14678;-22.8654372;-43.4783064
14679;-22.8657554;-43.4774225
14680;-22.8629271;-43.4774134
14681;-22.8637749;-43.4777862
14682;-22.8648307;-43.4772703
14683;-22.8653779;-43.4769202
14684;-22.8637377;-43.4769521
14685;-22.8636015;-43.4756149
14686;-22.8646039;-43.4774059
14687;-22.8646098;-43.4786307
14688;-22.8644464;-43.4783197
14689;-22.8641085;-43.4777021
14690;-22.8649339;-43.478025
14691;-22.8661793;-43.4778425
14692;-22.8648449;-43.4792802
14693;-22.8657733;-43.4786739
14694;-22.8651168;-43.4796048
14695;-22.8659707;-43.479
14696;-22.865988;-43.4795418
14697;-22.8666343;-43.4799132
14698;-22.8662537;-43.4793809
14699;-22.8657293;-43.4787062
14700;-22.8663401;-43.4800447
14701;-22.8661099;-43.4797138
14702;-22.8655567;-43.4803746
14703;-22.8673757;-43.4820697
14704;-22.8671286;-43.4808145
14705;-22.8670674;-43.4806254
14706;-22.8667924;-43.4801171
14707;-22.8656852;-43.4805677
14708;-22.8683498;-43.4804428
14709;-22.8658459;-43.4824425
14710;-22.8561969;-43.4637699
14711;-22.8568722;-43.4639723
14712;-22.857123;-43.464029
14713;-22.8581271;-43.4638893
14714;-22.8583219;-43.4640288
14715;-22.8540837;-43.4627131
14716;-22.8558862;-43.4613524
14717;-22.8555686;-43.4616608
14718;-22.8542738;-43.4625791
14719;-22.8485589;-43.4652549
14720;-22.8454346;-43.4667248
14721;-22.8433286;-43.4676609
14722;-22.8466174;-43.4697292
14723;-22.843719;-43.4674888
14724;-22.8441457;-43.468587
14725;-22.8438275;-43.4677637
14726;-22.8455376;-43.4669754
14727;-22.846346;-43.4666028
14728;-22.8462307;-43.4663391
14729;-22.8440701;-43.4676518
14730;-22.8445847;-43.4689726
14731;-22.8448136;-43.4688646
14732;-22.8460537;-43.4682794
14733;-22.8443155;-43.4675387
14734;-22.8445555;-43.4674281
14735;-22.8450696;-43.4687438
14736;-22.8458633;-43.4700433
14737;-22.84531;-43.4686304
14738;-22.8447947;-43.4673179
14739;-22.8450447;-43.4672026
14740;-22.8455529;-43.4685157
14741;-22.8461102;-43.4699422
14742;-22.8463411;-43.4698461
14743;-22.8457909;-43.4684034
14744;-22.8452813;-43.4670936
14745;-22.845946;-43.4680089
14746;-22.8467524;-43.4676338
14747;-22.8466469;-43.4673733
14748;-22.845842;-43.4677477
14749;-22.8457359;-43.4674834
14750;-22.8465318;-43.4670991
14751;-22.8464391;-43.4668391
14752;-22.8456365;-43.4672317
14753;-22.8515866;-43.46914
14754;-22.8491682;-43.4751375
14755;-22.8553194;-43.486681
14756;-22.8555968;-43.4866789
14757;-22.8572892;-43.4923123
14758;-22.8570529;-43.4923752
14759;-22.8573917;-43.4948429
14760;-22.8576364;-43.4947679
14761;-22.8563784;-43.4747317
14762;-22.8554477;-43.4793963
14763;-22.8541818;-43.481297
14764;-22.8503569;-43.4852815
14765;-22.8464021;-43.4878148
14766;-22.845511;-43.4881823
14767;-22.8447373;-43.4894563
14768;-22.8442244;-43.4902208
14769;-22.8438833;-43.4905761
14770;-22.8434816;-43.4909101
14771;-22.8413385;-43.4959473
14772;-22.8412458;-43.4967687
14773;-22.8404882;-43.5021566
14774;-22.8427401;-43.5065259
14775;-22.8422704;-43.5079582
14776;-22.8440186;-43.511433
14777;-22.8437375;-43.5174988
14778;-22.8453917;-43.5190458
14779;-22.8463378;-43.5202347
14780;-22.8487718;-43.5237867
14781;-22.8500479;-43.526727
14782;-22.8514758;-43.5286468
14783;-22.8530943;-43.5289921
14784;-22.8536677;-43.5290203
14785;-22.8591008;-43.5302356
14786;-22.8597577;-43.5297444
14787;-22.8562159;-43.4893115
14788;-22.8552533;-43.4925248
14789;-22.8554248;-43.4931545
14790;-22.8528396;-43.4935163
14791;-22.85397;-43.4904591
14792;-22.8534304;-43.487379
14793;-22.8531301;-43.4864469
14794;-22.8528385;-43.4840906
14795;-22.8526355;-43.4836177
14796;-22.8595988;-43.4917166
14797;-22.8568097;-43.495032
14798;-22.859471;-43.4941341
14799;-22.8596737;-43.4940657
14800;-22.8600709;-43.4939241
14801;-22.8611245;-43.4935445
14802;-22.8611467;-43.4913191
14803;-22.8605857;-43.488763
14804;-22.8598337;-43.4877967
14805;-22.8586176;-43.4866768
14806;-22.8580047;-43.4851426
14807;-22.8578663;-43.4847671
14808;-22.8572236;-43.483662
14809;-22.8565295;-43.4831936
14810;-22.8557092;-43.4825506
14811;-22.8594876;-43.4825676
14812;-22.8593591;-43.4821667
14813;-22.8589406;-43.4808707
14814;-22.8573412;-43.4968579
14815;-22.8580762;-43.4991358
14816;-22.8603479;-43.4967757
14817;-22.8598836;-43.4939958
14818;-22.8597478;-43.495785
14819;-22.8587165;-43.4960538
14820;-22.8597466;-43.4959902
14821;-22.8579022;-43.496813
14822;-22.8588456;-43.4964608
14823;-22.8593234;-43.4963218
14824;-22.8597503;-43.4962302
14825;-22.859021;-43.496956
14826;-22.8591078;-43.4963795
14827;-22.8592779;-43.4969435
14828;-22.8597627;-43.4967345
14829;-22.8594051;-43.4965547
14830;-22.8597565;-43.4964649
14831;-22.858559;-43.4956589
14832;-22.8595279;-43.4954189
14833;-22.8597429;-43.4954511
14834;-22.8588155;-43.4949713
14835;-22.8595004;-43.4947287
14836;-22.8589294;-43.495309
14837;-22.8595125;-43.4950941
14838;-22.8581067;-43.4949361
14839;-22.8583408;-43.4955495
14840;-22.8584865;-43.4954852
14841;-22.8581784;-43.4945793
14842;-22.8611979;-43.4973574
14843;-22.85978;-43.4973326
14844;-22.8603354;-43.497922
14845;-22.8603478;-43.49735
14846;-22.8603144;-43.4958406
14847;-22.859919;-43.4956328
14848;-22.8607037;-43.4979142
14849;-22.8609631;-43.4979944
14850;-22.8607147;-43.4973464
14851;-22.8606695;-43.4960418
14852;-22.8609626;-43.4973514
14853;-22.8609188;-43.4961808
14854;-22.8614767;-43.4953847
14855;-22.8598942;-43.4943883
14856;-22.8607206;-43.4960692
14857;-22.8608843;-43.4953269
14858;-22.8606987;-43.4956019
14859;-22.8604839;-43.4959315
14860;-22.8599284;-43.4949944
14861;-22.8618536;-43.4952915
14862;-22.8609225;-43.4936124
14863;-22.8623842;-43.4948414
14864;-22.861749;-43.4942814
14865;-22.8622211;-43.49412
14866;-22.8621108;-43.4938398
14867;-22.8616409;-43.4939193
14868;-22.8626709;-43.4943372
14869;-22.8625695;-43.4944623
14870;-22.8623318;-43.4947819
14871;-22.8624863;-43.4943903
14872;-22.8620711;-43.494578
14873;-22.8626543;-43.4929794
14874;-22.8630028;-43.4935252
14875;-22.8634925;-43.493632
14876;-22.8627139;-43.4930689
14877;-22.8625958;-43.4927476
14878;-22.8622172;-43.4910692
14879;-22.8634016;-43.4924772
14880;-22.863274;-43.4921378
14881;-22.8625123;-43.492392
14882;-22.8629848;-43.4918615
14883;-22.8624293;-43.4920289
14884;-22.8628783;-43.4918949
14885;-22.8626506;-43.4909087
14886;-22.8622606;-43.4906492
14887;-22.8624084;-43.4905104
14888;-22.8621296;-43.4906771
14889;-22.8600462;-43.4916321
14890;-22.8603385;-43.4915471
14891;-22.8607913;-43.4936568
14892;-22.859837;-43.4889558
14893;-22.8606697;-43.4914532
14894;-22.8601009;-43.4888879
14895;-22.8604843;-43.493764
14896;-22.8603375;-43.4931524
14897;-22.8597727;-43.4933361
14898;-22.860393;-43.493441
14899;-22.8598122;-43.4936001
14900;-22.8594975;-43.4932992
14901;-22.8592424;-43.492223
14902;-22.859162;-43.491808
14903;-22.8595173;-43.4913116
14904;-22.8594382;-43.4909361
14905;-22.8590369;-43.4891534
14906;-22.8615393;-43.491222
14907;-22.8609882;-43.4886545
14908;-22.8618798;-43.4911534
14909;-22.8613193;-43.4885728
14910;-22.8566061;-43.4897945
14911;-22.8553941;-43.4846879
14912;-22.8563951;-43.4898292
14913;-22.8570552;-43.4949473
14914;-22.8560368;-43.4899257
14915;-22.8555313;-43.4900504
14916;-22.8555029;-43.4897769
14917;-22.8563025;-43.4895609
14918;-22.8554642;-43.4894992
14919;-22.8554386;-43.4892324
14920;-22.8561097;-43.4890486
14921;-22.8560096;-43.4887952
14922;-22.8554114;-43.4889588
14923;-22.855907;-43.4885363
14924;-22.8553805;-43.4886973
14925;-22.8558081;-43.4882815
14926;-22.8553521;-43.488417
14927;-22.856599;-43.4919455
14928;-22.855923;-43.4921185
14929;-22.8565224;-43.4916759
14930;-22.8558038;-43.4915699
14931;-22.8564428;-43.4914093
14932;-22.8556845;-43.4909584
14933;-22.8562734;-43.4908027
14934;-22.8556353;-43.4906907
14935;-22.8562038;-43.4905429
14936;-22.8555832;-43.4903897
14937;-22.8561245;-43.4902462
14938;-22.8567838;-43.4912501
14939;-22.8575521;-43.4942121
14940;-22.8595827;-43.4936839
14941;-22.8574993;-43.4938155
14942;-22.8574526;-43.4934768
14943;-22.8594125;-43.4929662
14944;-22.859338;-43.4926068
14945;-22.8574042;-43.493084
14946;-22.8573587;-43.4927289
14947;-22.85719;-43.4919041
14948;-22.857079;-43.4915599
14949;-22.8593577;-43.4905717
14950;-22.8569796;-43.4912064
14951;-22.8568874;-43.4908477
14952;-22.8592818;-43.4902276
14953;-22.8592013;-43.4898631
14954;-22.8567891;-43.4904823
14955;-22.8591226;-43.4895064
14956;-22.8566944;-43.4901224
14957;-22.8633116;-43.4899381
14958;-22.8620117;-43.490121
14959;-22.8619439;-43.4898368
14960;-22.8618685;-43.4894944
14961;-22.8618029;-43.4891921
14962;-22.8617628;-43.4889912
14963;-22.8616867;-43.4886262
14964;-22.8572503;-43.4866762
14965;-22.8572434;-43.4892303
14966;-22.8573305;-43.4896064
14967;-22.8566502;-43.4866778
14968;-22.8560719;-43.488329
14969;-22.8560854;-43.4873098
14970;-22.8560891;-43.4866781
14971;-22.8566399;-43.4873211
14972;-22.8572372;-43.4873326
14973;-22.8572434;-43.4870416
14974;-22.8566446;-43.4870308
14975;-22.8560871;-43.4870202
14976;-22.8560838;-43.487578
14977;-22.8566357;-43.4875886
14978;-22.8572372;-43.4875995
14979;-22.8575959;-43.4875371
14980;-22.8579675;-43.4875311
14981;-22.8575894;-43.4866894
14982;-22.8583062;-43.4871113
14983;-22.8579712;-43.4871223
14984;-22.8575932;-43.4871219
14985;-22.8579713;-43.4886737
14986;-22.8572434;-43.4882325
14987;-22.8579723;-43.4882366
14988;-22.857582;-43.4887957
14989;-22.8575796;-43.4891444
14990;-22.8583025;-43.4885919
14991;-22.8565916;-43.4893665
14992;-22.8583125;-43.4889621
14993;-22.8583955;-43.4893114
14994;-22.8583012;-43.486701
14995;-22.8585694;-43.4889004
14996;-22.8585758;-43.4873475
14997;-22.8585694;-43.4867224
14998;-22.8592009;-43.4873205
14999;-22.8592207;-43.4876102
15000;-22.8592183;-43.4872603
15001;-22.8585734;-43.4876088
15002;-22.8595123;-43.487629
15003;-22.8594846;-43.4874494
15004;-22.858571;-43.4878904
15005;-22.8583154;-43.4878905
15006;-22.8579743;-43.4878812
15007;-22.8572434;-43.4878784
15008;-22.8566308;-43.4878893
15009;-22.8588627;-43.4891882
15010;-22.858851;-43.4888226
15011;-22.8591019;-43.4881517
15012;-22.859106;-43.4891338
15013;-22.8593398;-43.4890689
15014;-22.8568264;-43.4820963
15015;-22.857114;-43.4816231
15016;-22.8574567;-43.481399
15017;-22.8585286;-43.4795743
15018;-22.8607275;-43.4803638
15019;-22.8610892;-43.4811085
15020;-22.8618567;-43.48341
15021;-22.8619259;-43.4837037
15022;-22.861801;-43.4841341
15023;-22.8598132;-43.486419
15024;-22.8622113;-43.4879911
15025;-22.8613704;-43.4881434
15026;-22.8603836;-43.4884042
15027;-22.8623398;-43.4863611
15028;-22.8597033;-43.483758
15029;-22.8611968;-43.4819224
15030;-22.8609084;-43.4807102
15031;-22.8591206;-43.4814373
15032;-22.8594992;-43.4812829
15033;-22.8591286;-43.4801068
15034;-22.8589366;-43.4795651
15035;-22.8602726;-43.4796592
15036;-22.8592448;-43.4804935
15037;-22.8605343;-43.4800034
15038;-22.8593674;-43.4808893
15039;-22.8599528;-43.4811076
15040;-22.8601994;-43.4818595
15041;-22.8611736;-43.481496
15042;-22.8600771;-43.4814706
15043;-22.8598294;-43.4824356
15044;-22.8599424;-43.4828144
15045;-22.8600511;-43.4833509
15046;-22.86012;-43.483771
15047;-22.8602218;-43.4864096
15048;-22.8605061;-43.4837429
15049;-22.8605749;-43.4864138
15050;-22.8606277;-43.4883258
15051;-22.8612967;-43.486382
15052;-22.861454;-43.4885372
15053;-22.8609432;-43.4864122
15054;-22.8610009;-43.4882359
15055;-22.8613522;-43.4876263
15056;-22.8623164;-43.4871738
15057;-22.8613394;-43.4872055
15058;-22.8613163;-43.4868084
15059;-22.8623429;-43.4867775
15060;-22.8605793;-43.4871483
15061;-22.8601997;-43.4871592
15062;-22.8598317;-43.4871758
15063;-22.8602304;-43.4882078
15064;-22.8597879;-43.4852044
15065;-22.8601717;-43.4851983
15066;-22.8605236;-43.4851745
15067;-22.8618277;-43.4851555
15068;-22.8605669;-43.4859956
15069;-22.8622632;-43.4859527
15070;-22.8620958;-43.4855671
15071;-22.860544;-43.485612
15072;-22.8609113;-43.4851689
15073;-22.8608815;-43.4841502
15074;-22.8605168;-43.4841478
15075;-22.8607507;-43.4833226
15076;-22.8606851;-43.4829472
15077;-22.8606196;-43.4825717
15078;-22.8614533;-43.4828049
15079;-22.8612479;-43.4823501
15080;-22.8579948;-43.4830343
15081;-22.8569589;-43.4834759
15082;-22.859437;-43.4824079
15083;-22.8579413;-43.484951
