id;lat;long
317;-22.8632512;-43.5618398
318;-22.8615573;-43.5437358
319;-22.8619648;-43.54129
320;-22.8611674;-43.5385021
321;-22.8610189;-43.5412326
322;-22.8614289;-43.5437519
323;-22.8619487;-43.5411222
324;-22.8613037;-43.5388476
325;-22.8592992;-43.5037632
326;-22.8603904;-43.50666
327;-22.860752;-43.5081915
328;-22.8607241;-43.5118045
329;-22.8606418;-43.50749
330;-22.8591028;-43.5037847
331;-22.8600234;-43.5076223
332;-22.8605783;-43.5118903
333;-22.8607459;-43.5075933
334;-22.8563132;-43.4945396
335;-22.8561381;-43.492911
336;-22.8559713;-43.492329
337;-22.8552755;-43.4904394
338;-22.8559404;-43.4947483
339;-22.8565261;-43.4956549
340;-22.8591115;-43.4611735
341;-22.8586934;-43.4623318
342;-22.8585475;-43.4668469
343;-22.8603587;-43.4527707
344;-22.8606277;-43.4536153
345;-22.8948652;-43.6800206
346;-22.8799482;-43.7289118
347;-22.8798739;-43.728879
348;-22.8944446;-43.6784819
349;-22.8944356;-43.6771222
350;-22.8949835;-43.676344
351;-22.8949924;-43.6761166
352;-22.893838;-43.675228
353;-22.8925609;-43.6724643
354;-22.8847691;-43.2168319
355;-22.8865252;-43.2303348
356;-22.8888058;-43.218167
357;-22.8888101;-43.2183494
358;-22.8897524;-43.2237647
359;-22.8897639;-43.2205602
360;-22.9564097;-43.1815492
361;-22.9567931;-43.1824077
362;-22.9571754;-43.1833015
363;-22.9556728;-43.1840458
364;-22.9552917;-43.18315
365;-22.9549474;-43.182355
366;-22.9640217;-43.1742012
367;-22.9614477;-43.1756057
368;-22.9516334;-43.1752598
369;-22.9510517;-43.1754655
370;-22.9527424;-43.172843
371;-22.9533582;-43.1713773
372;-22.949471;-43.1795532
373;-22.9488733;-43.1806977
374;-22.9363977;-43.1724613
375;-22.9187592;-43.1741727
376;-22.9120813;-43.1721014
377;-22.9190236;-43.1745429
378;-22.9234703;-43.171243
379;-22.9366751;-43.1729677
380;-22.9394589;-43.1704813
381;-22.9423821;-43.1790715
382;-22.9489911;-43.1808408
383;-22.9430049;-43.1774228
384;-22.9426823;-43.1771037
385;-22.9780869;-43.2247136
386;-22.978449;-43.2268369
387;-22.9789108;-43.2288792
388;-22.979011;-43.2283417
389;-22.9786826;-43.227076
390;-22.9782539;-43.2248934
391;-22.9782134;-43.2246856
392;-22.9771411;-43.2195798
393;-22.9655383;-43.1885374
394;-22.9671348;-43.1861913
395;-22.9691333;-43.1846193
396;-22.97066;-43.1833839
397;-22.9647885;-43.1930135
398;-22.9718123;-43.1846901
399;-22.9702488;-43.1859845
400;-22.9692945;-43.1867913
401;-22.9680225;-43.1878929
402;-22.9662508;-43.1893649
403;-22.9730201;-43.1858311
404;-22.9714995;-43.1872333
405;-22.9703073;-43.188284
406;-22.9690208;-43.1894318
407;-22.8851332;-43.2275131
408;-22.8887085;-43.2229224
409;-22.9603236;-43.2045122
410;-22.9605003;-43.2060429
411;-22.961352;-43.2136139
412;-22.9614681;-43.2142181
413;-22.9617209;-43.2148491
414;-22.9620815;-43.215392
415;-22.9625486;-43.215883
416;-22.8896129;-43.2180984
417;-22.8897064;-43.2179558
418;-22.8972817;-43.2125504
419;-22.8984255;-43.2112559
420;-22.9642524;-43.2175229
421;-22.9664397;-43.2193917
422;-22.8966708;-43.2132693
423;-22.8962668;-43.212907
424;-22.9885928;-43.2279624
425;-22.9889379;-43.2280261
426;-22.9899195;-43.2277961
427;-22.9886462;-43.2277747
428;-22.990216;-43.2281669
429;-22.910038;-43.2096567
430;-22.9952784;-43.2584879
431;-22.9980973;-43.2663918
432;-22.9992953;-43.2720352
433;-22.9995758;-43.2726739
434;-23.0007251;-43.2738693
435;-22.9999265;-43.2723563
436;-22.9990676;-43.269821
437;-22.9967732;-43.261212
438;-22.9925265;-43.2514009
439;-22.9068102;-43.1957247
440;-22.8167151;-43.3048966
441;-22.8294568;-43.271639
442;-22.8306957;-43.2699912
443;-22.8311984;-43.2692394
444;-22.8393777;-43.2545366
445;-22.8432296;-43.2509849
446;-22.8525691;-43.2478629
447;-22.8638336;-43.2481423
448;-22.8650223;-43.2480845
449;-22.8815525;-43.2388039
450;-22.8868907;-43.2336943
451;-23.0109413;-43.301149
452;-23.0089803;-43.3031152
453;-22.8246087;-43.3327456
454;-22.820227;-43.3187096
455;-22.8200787;-43.3128999
456;-22.8168857;-43.3054487
457;-22.8310014;-43.3502153
458;-22.8315778;-43.3519887
459;-23.0063913;-43.3148489
460;-23.0008786;-43.3296933
461;-23.0003959;-43.3352669
462;-23.000306;-43.3857348
463;-23.0059704;-43.4331514
464;-23.0043134;-43.4276941
465;-23.0002818;-43.349025
466;-23.0003064;-43.3466582
467;-23.0020582;-43.3274509
468;-23.0056833;-43.3184624
469;-23.0066463;-43.3148423
470;-22.8502018;-43.3842621
471;-22.8494825;-43.383558
472;-22.8392037;-43.3673439
473;-22.8388477;-43.3669748
474;-22.8386318;-43.3669924
475;-22.8437356;-43.3754361
476;-22.8484091;-43.3828291
477;-22.8490592;-43.3834963
478;-22.8367604;-43.3630697
479;-22.8356685;-43.3617477
480;-22.8362377;-43.3634689
481;-22.8377561;-43.3655758
482;-22.8773366;-43.2412095
483;-22.8605679;-43.2476492
484;-22.8550398;-43.2475088
485;-22.8511121;-43.2472342
486;-22.8265147;-43.2747072
487;-22.8195738;-43.2836042
488;-22.8279723;-43.3428753
489;-22.8141784;-43.2944606
490;-22.8141421;-43.2950573
491;-22.8163747;-43.3051816
492;-22.8186323;-43.3093659
493;-22.8198117;-43.3195089
494;-22.8202258;-43.3211437
495;-22.824706;-43.3342918
496;-22.8274866;-43.3418484
497;-22.8286461;-43.345393
498;-22.828821;-43.3455106
499;-22.8300131;-43.3437587
500;-22.8297672;-43.343571
501;-22.8312988;-43.3431684
502;-22.8196461;-43.3174369
503;-22.8171761;-43.3228959
504;-22.8210651;-43.3231218
505;-22.8206226;-43.31579
506;-22.8220066;-43.3188781
507;-22.8216708;-43.3139165
508;-22.8200758;-43.3132179
509;-22.8170313;-43.3229841
510;-22.82186;-43.3180243
511;-22.8193724;-43.3204093
512;-22.8209724;-43.3202582
513;-22.8210198;-43.3207848
514;-22.8207734;-43.3203846
515;-22.821331;-43.3225773
516;-22.8216;-43.3224305
517;-22.8214513;-43.321635
518;-22.8211504;-43.3217053
519;-22.8213222;-43.3220872
520;-22.8213946;-43.3214489
521;-22.8223618;-43.3202988
522;-22.8278679;-43.3195458
523;-22.8219984;-43.3202546
524;-22.8183694;-43.3212296
525;-22.819457;-43.3207284
526;-22.8090741;-43.3376329
527;-22.8155875;-43.3258372
528;-22.8196708;-43.3169058
529;-22.8194639;-43.317727
530;-22.8181239;-43.3206838
531;-22.8139363;-43.3282727
532;-22.8076435;-43.3396688
533;-22.8049248;-43.3447598
534;-22.8053636;-43.343854
535;-22.8037214;-43.3450021
536;-22.8065424;-43.345879
537;-22.8066722;-43.3440524
538;-22.8048259;-43.3456188
539;-22.8085734;-43.3388392
540;-22.811292;-43.333624
541;-22.8122924;-43.3318075
542;-22.9731785;-43.1856598
543;-22.9719735;-43.1845445
544;-22.9708252;-43.1832237
545;-22.9652257;-43.173472
546;-22.965371;-43.1742048
547;-22.9667728;-43.1771719
548;-22.9694754;-43.1817217
549;-22.9700955;-43.1826188
550;-22.9749186;-43.1873149
551;-22.9760496;-43.1880055
552;-22.9773238;-43.1886345
553;-22.9783017;-43.1890436
554;-22.979971;-43.1895773
555;-22.9827327;-43.1898822
556;-22.9845776;-43.1894903
557;-22.9651276;-43.1737387
558;-22.943787;-43.1812763
559;-22.9419375;-43.1778427
560;-22.9443175;-43.1820919
561;-22.9460131;-43.1825539
562;-22.9476812;-43.1824965
563;-22.9480877;-43.1823984
564;-22.9510493;-43.1809822
565;-22.9494834;-43.1784381
566;-22.9515209;-43.1809516
567;-22.9522146;-43.1817358
568;-22.952646;-43.1820174
569;-22.9528321;-43.1961573
570;-22.9543774;-43.1956113
571;-22.9567542;-43.194716
572;-22.9576058;-43.194405
573;-22.9574138;-43.1968504
574;-22.9572068;-43.1961768
575;-22.9559924;-43.1922403
576;-22.9569177;-43.196975
577;-22.9557477;-43.1965741
578;-22.9577354;-43.197914
579;-22.9568018;-43.1985436
580;-22.9567434;-43.1986752
581;-22.953605;-43.1969196
582;-22.95468;-43.196543
583;-22.9541478;-43.194974
584;-22.9550492;-43.1946154
585;-22.9520773;-43.195741
586;-22.9527527;-43.1945082
587;-22.9530669;-43.1953728
588;-22.9554703;-43.1924465
589;-22.9093044;-43.2029173
590;-22.9011168;-43.1791749
591;-22.9067913;-43.1966797
592;-22.9093291;-43.2034028
593;-22.9070993;-43.1965567
594;-22.9072431;-43.1980825
595;-22.9040072;-43.1874308
596;-22.9038389;-43.1863461
597;-22.9063179;-43.1955937
598;-22.9027919;-43.1841223
599;-22.9029867;-43.185231
600;-22.9080703;-43.2010545
601;-22.9084063;-43.2016526
602;-22.9856853;-43.1900807
603;-22.9829705;-43.1908964
604;-22.9817819;-43.1911316
605;-22.9799204;-43.1910481
606;-22.978839;-43.1908374
607;-22.9779493;-43.1906034
608;-22.9769243;-43.1903341
609;-22.9758833;-43.1900286
610;-22.9740168;-43.1889086
611;-22.9725195;-43.1879559
612;-22.968579;-43.1837559
613;-22.9680344;-43.1829077
614;-22.9674254;-43.1819594
615;-22.9671834;-43.1814562
616;-22.9671574;-43.1805762
617;-22.9656995;-43.1777973
618;-22.9651674;-43.1767991
619;-22.9647058;-43.1757657
620;-22.986673;-43.1897884
621;-22.9764229;-43.1924938
622;-22.9757181;-43.192304
623;-22.9742952;-43.1915423
624;-22.9729138;-43.1908224
625;-22.9720798;-43.1900291
626;-22.9713022;-43.1892723
627;-22.9672354;-43.1835746
628;-22.966618;-43.1826281
629;-22.9659956;-43.1816739
630;-22.9657843;-43.1811887
631;-22.9640701;-43.1787466
632;-22.9633831;-43.1776961
633;-22.9621345;-43.1758338
634;-22.9774534;-43.1927734
635;-22.9545774;-43.1669048
636;-22.9548137;-43.1667971
637;-22.9545264;-43.1667561
638;-22.9745016;-43.2262667
639;-22.9749533;-43.2261794
640;-22.9788803;-43.2265997
641;-22.9797962;-43.2266413
642;-22.9815545;-43.2267715
643;-22.9847364;-43.2293861
644;-22.9792455;-43.2263602
645;-22.9862681;-43.2287432
646;-22.9440812;-43.1822047
647;-22.9418829;-43.1822071
648;-22.9453455;-43.1821551
649;-22.939881;-43.1751774
650;-22.941269;-43.1768191
651;-22.9460076;-43.1822643
652;-22.9432387;-43.1810456
653;-22.9421822;-43.179978
654;-22.9647085;-43.1813491
655;-22.9652222;-43.1823791
656;-22.9657457;-43.183409
657;-22.9662397;-43.1843854
658;-22.9666348;-43.1852437
659;-22.9739592;-43.1927289
660;-22.975574;-43.1935538
661;-22.9734559;-43.1898926
662;-22.9745436;-43.1880027
663;-22.971965;-43.1924995
664;-22.9784601;-43.2263255
665;-22.9766497;-43.2190085
666;-22.9275686;-43.176794
667;-22.925718;-43.176593
668;-22.9267749;-43.1765814
669;-22.9859524;-43.1911156
670;-22.9850864;-43.1913849
671;-22.9820983;-43.1922743
672;-22.9869375;-43.1908123
673;-22.9769811;-43.1937999
674;-22.9781525;-43.1897069
675;-22.9763972;-43.193675
676;-22.9761546;-43.1936114
677;-22.9766857;-43.1914396
678;-22.9771438;-43.1894399
679;-22.9622251;-43.1653233
680;-22.9623961;-43.1667422
681;-22.9634433;-43.1697891
682;-22.9645915;-43.1725303
683;-22.9697096;-43.1888203
684;-22.9715612;-43.1906869
685;-22.9707145;-43.1899429
686;-22.9752145;-43.1884489
687;-22.9749126;-43.1894923
688;-22.9746064;-43.1905222
689;-22.9754508;-43.1876515
690;-22.9785763;-43.1919191
691;-22.9759637;-43.1889561
692;-22.97595;-43.1891382
693;-22.9757933;-43.1912304
694;-22.9721962;-43.1865848
695;-22.9699197;-43.1839939
696;-22.9710477;-43.1853153
697;-22.9478672;-43.1842171
698;-22.9203489;-43.1939238
699;-22.9108955;-43.1960924
700;-22.9187098;-43.1946212
701;-22.9198993;-43.1943154
702;-22.9616917;-43.2028982
703;-22.9611181;-43.2025218
704;-22.9607644;-43.2026819
705;-22.9673655;-43.2035461
706;-22.9662222;-43.2024529
707;-22.9603493;-43.2034745
708;-22.9604234;-43.2031352
709;-22.9609302;-43.2030667
710;-22.9624175;-43.2030594
711;-22.9634129;-43.2029392
712;-22.9615336;-43.2031033
713;-22.9692167;-43.1832686
714;-22.968828;-43.1807159
715;-23.0203487;-43.4894017
716;-23.0272944;-43.4924827
717;-23.015133;-43.5192898
718;-23.014301;-43.5199147
719;-23.0112661;-43.5189821
720;-23.0109342;-43.5188355
721;-23.0108228;-43.5185004
722;-23.0133995;-43.5386532
723;-23.0099265;-43.5428216
724;-22.9955628;-43.5949034
725;-22.9959264;-43.593984
726;-22.9702383;-43.6302387
727;-22.9689384;-43.6231347
728;-22.9686878;-43.6363607
729;-22.9701303;-43.6312397
730;-22.9642669;-43.6475773
731;-22.9659158;-43.6477837
732;-22.9646793;-43.6472131
733;-22.9709048;-43.6478914
734;-22.9834485;-43.6481607
735;-22.9843894;-43.6498568
736;-22.9864867;-43.6509248
737;-22.9882223;-43.6519474
738;-22.9960382;-43.6501046
739;-22.9975411;-43.6502386
740;-22.9978371;-43.6501734
741;-22.9997422;-43.6437527
742;-22.9390605;-43.6663653
743;-22.936998;-43.666908
744;-22.9397682;-43.6660892
745;-22.9481466;-43.6535073
746;-22.9589202;-43.6501048
747;-22.9595256;-43.6501075
748;-22.9600345;-43.6499632
749;-22.9314155;-43.6727109
750;-22.9159169;-43.6840573
751;-22.9219683;-43.6798127
752;-22.9232659;-43.6793782
753;-22.9258222;-43.6790805
754;-22.9137669;-43.6801614
755;-22.9194596;-43.6889201
756;-22.9162413;-43.6847092
757;-22.9155996;-43.6850039
758;-22.9143485;-43.6861577
759;-22.8986759;-43.6787633
760;-22.9029626;-43.682178
761;-22.9106198;-43.6874712
762;-22.9120308;-43.6874375
763;-22.9123125;-43.6875001
764;-22.9123142;-43.686876
765;-22.9122443;-43.6869133
766;-22.9156507;-43.6849823
767;-22.9145717;-43.6867355
768;-22.9153314;-43.6860998
769;-22.910157;-43.6935779
770;-22.9103308;-43.6931939
771;-22.9098332;-43.693764
772;-22.9097361;-43.6942389
773;-22.8927754;-43.6740631
774;-22.8914952;-43.67362
775;-22.8930414;-43.6749605
776;-22.902631;-43.6816674
777;-22.9024857;-43.6818489
778;-22.9021194;-43.6815794
779;-22.9023413;-43.6814826
780;-22.9025099;-43.7194008
781;-22.9030507;-43.7177866
782;-22.9041201;-43.7141562
783;-22.9051995;-43.7104869
784;-22.9068549;-43.7049256
785;-22.9082318;-43.7002985
786;-22.8937026;-43.744529
787;-22.8940566;-43.7435312
788;-22.8942897;-43.7426622
789;-22.8960065;-43.7378935
790;-22.9005341;-43.7248757
791;-22.9653179;-43.222204
792;-22.9664415;-43.2167958
793;-22.9653933;-43.2185567
794;-22.9649112;-43.2196502
795;-22.9638003;-43.2222692
796;-22.9655263;-43.2258207
797;-22.9653161;-43.2276861
798;-22.9661531;-43.2294507
799;-22.9666241;-43.2339585
800;-22.9641442;-43.2227778
801;-22.9065846;-43.1977033
802;-22.906573;-43.1977882
803;-22.9070437;-43.1979258
804;-22.9058053;-43.1978448
805;-22.9063052;-43.1981618
806;-22.9724406;-43.3618726
807;-22.9567287;-43.3565019
808;-22.9507739;-43.3567071
809;-22.9427993;-43.3525523
810;-22.9396144;-43.3503946
811;-22.9354203;-43.3467843
812;-22.8716199;-43.2649541
813;-22.8765348;-43.2759874
814;-22.8781085;-43.2773648
815;-22.8905855;-43.2972372
816;-22.8921664;-43.2991349
817;-22.9069782;-43.3069132
818;-22.9263155;-43.3406715
819;-22.9258173;-43.340113
820;-22.9070293;-43.310425
821;-22.9406648;-43.3515092
822;-22.9592446;-43.3575189
823;-22.9684176;-43.3585404
824;-22.9716601;-43.361818
825;-22.903662;-43.3042428
826;-22.8861272;-43.2919509
827;-22.8792195;-43.2779299
828;-22.8755347;-43.2722157
829;-22.8721815;-43.2506743
830;-22.8717595;-43.2479568
831;-22.871338;-43.2468054
832;-22.871472;-43.2473367
833;-22.8628605;-43.2387143
834;-22.8629548;-43.2386315
835;-22.8638609;-43.2345983
836;-22.8637385;-43.2390917
837;-22.8686927;-43.2423116
838;-22.8689918;-43.2425747
839;-22.8682657;-43.2475848
840;-22.8719431;-43.2499458
841;-22.8716076;-43.2485586
842;-22.8724338;-43.2455089
843;-22.8712412;-43.2463899
844;-22.8693392;-43.2434036
845;-22.8692959;-43.2468608
846;-22.8728948;-43.2446395
847;-22.8695366;-43.2435466
848;-22.8718265;-43.2454502
849;-22.8713698;-43.2455233
850;-22.8697516;-43.2455958
851;-22.8706864;-43.2460479
852;-23.010626;-43.365361
853;-23.0101203;-43.3659572
854;-23.0100382;-43.3663969
855;-23.0107121;-43.3674667
856;-23.0008058;-43.3633952
857;-23.0005614;-43.3739269
858;-23.0012951;-43.3683564
859;-23.0025557;-43.3669633
860;-23.0025306;-43.3652563
861;-22.9627338;-43.2118193
862;-22.9623781;-43.2118168
863;-22.9630808;-43.2119483
864;-22.9620682;-43.2114623
865;-22.9627845;-43.2124599
866;-22.9630592;-43.2126168
867;-22.963279;-43.2130191
868;-22.9671101;-43.2181149
869;-22.964208;-43.2161479
870;-22.9639349;-43.2148044
871;-22.9670112;-43.2182783
872;-22.9648725;-43.2169861
873;-22.9646497;-43.2167823
874;-22.9637856;-43.2146529
875;-22.9671816;-43.2182857
876;-22.964912;-43.216763
877;-22.9653717;-43.2161828
878;-22.9652256;-43.2160658
879;-22.9647738;-43.2166586
880;-22.9636152;-43.2169034
881;-22.9647266;-43.2154476
882;-22.9701216;-43.3598211
883;-22.9967766;-43.3656618
